QuestionID,Question,,,
42287970,I hardly ever go on my e-mail though I would have preferred to have done it in person or over the phone but that's what I got to do I'll do it,42289235,"I know what you mean.  I wish they had other options for the surveys and they are such a hassle but it really really helps me out.  It will take you about 2 minutes to complete if you stop in the middle when it asks if you'd like to take the extended survey and answer more questions you can just click no.  The survey comes 2 days after you pick up the car.

--Coby Turner DCH Toyota of Torrance",736
42283933,Can u text when ready?,Answer Unavailable,,
42278717,No. Can't wait that long. I'm disappointed with today's service.  Let me know when the bill is ready and car is waiting. ,42279316,"The cashier has your paper work, once again I apologize for not meeting your expectations. Saturday is our busiest day. Thanks again. 

--Marvin Cabrera DCH Toyota of Torrance",356
42278332,How long? I thought you'd be keeping updated? And not 90 minutes into the servicing.,42278575,"My apologies, I just received the update, the recommendations are not safety related, if you would like to do them next visit or i can have them done by 11am

--Marvin Cabrera DCH Toyota of Torrance",99
42277413,I would be interested in test driving a RAV4 EV or Hylander hybrid when I pick up my truck later today. I'm looking to trade in within the next 6 months.,Answer Unavailable,,
42276849,"Hi Jose, here are the coupons. Not sure which one works best for me? But I did try to make my apt 4 days ago in order to remain within the time limit.",Answer Unavailable,,
42275533,What the earliest I can come in? I have work Monday morning and can't be late. Last time I picked up my car I was delayed 1 hour and a half & written up at work .cuz your dealership couldn't locate my car,42276024,"you can be here at 7am 

--Jose Hernandez DCH Toyota of Torrance",305
42252157,Can I pay when I get there?,42252177,"Yes, you can check out at the cashier

--Coby Turner DCH Toyota of Torrance",17
42249745,Where can I drop of key,42249763,"in the service drive, you will see a box at end of service drive
",10
42249720,Where the early bid envelope,Answer Unavailable,,
42248783,Ok thanks. I will be there tomorrow morning.. what time do you Guys open?,42248815,"we open at 7am

--Jose Hernandez DCH Toyota of Torrance",15
42248756,Good afternoon Margaret how is my 2011 Toyota Sienna doing ETA for the repair yet?,42253181,"DONE!

--Margaret Kang DCH Toyota of Torrance",2708
42248277,At what time I can drop off the car,Answer Unavailable,,
42247739,Hey brother how late is your service open tonight so I can pick that truck up,42248132,"7:00PM

--Coby Turner DCH Toyota of Torrance",177
42247230,How z defender quote ?,Answer Unavailable,,
42245912,Can you please have somebody to pick me up when my car is done? Thanks,42245999,"Do the hybrid battery cooling system... if it overheats it's trouble... I will sign you up for shuttle pick up.

--Margaret Kang DCH Toyota of Torrance",59
42242094,Miquel i will pay when i get there today. Bonnie Prickett,42246535,"Hello Bonnie, its Miguel at Torrance Toyota. Shuttle coordinator is trying to get a hold of you, do you still need a pick up?
thank you 

--Miguel Ortiz DCH Toyota of Torrance",2028
42240310,"Great, how can I set up a pick up from my house? ",42240350,"I will set it up

--Jose Hernandez DCH Toyota of Torrance",21
42240236,Margaret is it possible to get the defective bulb when I pick up the car?,42240422,"OOO! Let me ask if we can still retrieve it.

--Margaret Kang DCH Toyota of Torrance",95
42240106,Good afternoon Margaret how is my 2011 Toyota Sienna doing ETA for the repair yet?,Answer Unavailable,,
42237262,Ok thanks how long are you open till ,42237318,"7:00 PM

--Coby Turner DCH Toyota of Torrance",18
42235962,Miguel how is it going with the van,42239209,"team leader is tracing the wire for emergency release, sorry, its hard because we don't have a diagram and he wants to make sure everything else is mounted properly....everything else is working ok...
i am going to take a walk in shop to see progress in a few...
thank you
",1099
42233817,What time should I plan to arrive? ,42240164,"Adam the car will be ready at 4:15pm

--Jose Hernandez DCH Toyota of Torrance",2123
42226497,what is the latest i can pick up,42226572,"we will be open till 5pm

--Jose Hernandez DCH Toyota of Torrance",18
42225933,what time r u open till tomorrow in case i cant get there in the morning,42226241,"we open at 7am the car will be ready around 9:30am

--Jose Hernandez DCH Toyota of Torrance",84
42221463,"Jose,
Checking in?
Do u have a idea at all when my truck might be done? Trying to plan out a ride? 
Scoot",Answer Unavailable,,
42221347,How much please???,Answer Unavailable,,
42221345,Hi Miguel.  How is the car coming along. Thanks.  Rpshan,Answer Unavailable,,
42214398,how much is that,42214546,"it is 149.00

--Jose Hernandez DCH Toyota of Torrance",41
42213333,Yes please. When is the expected arrival time?,42216865,"they will call you once they are in their way
 

--Janet Roman DCH Toyota of Torrance",922
42197501,how long would it take?,Answer Unavailable,,
42194618,How much time?,Answer Unavailable,,
42193662,"Hello, I will need shuttle service from my house when the car service is done.  ",42211770,"OK perfect the vehicle is done should I schedule the shuttle service already?
 

--Janet Roman DCH Toyota of Torrance",4800
42184199,Ok Margaret perform the service. When will it be done?,42184547,"about 2 -2.5 hours (need extra time to machine the rotors). is that ok??

--Margaret Kang DCH Toyota of Torrance",113
42183283,Ok great.  Will they also do alignment? How much is that?,42183345,"alignment special is 99.00

--Jose Hernandez DCH Toyota of Torrance",23
42180236,Also approx. what time would it be ready?,42180354,"revised estimate $1116.00+tax

--Marvin Cabrera DCH Toyota of Torrance",38
42157715,Why much,Answer Unavailable,,
42157378,"Good morning Margaret,
What time the Matrix is going to be ready? Please let me know. Thank you",42171812,"I will not have any update till later on this afternoon..

--Margaret Kang DCH Toyota of Torrance",4572
42157222,How much do it cost to get brakes,42157455,"$289

--Coby Turner DCH Toyota of Torrance",95
42123029,What time do u open,42198177,"Hello, its Miguel at Toyota. just to keep you updated...the over ride switch was off and keeping sliding doors and mechanism from working so that is ok.  we are re-checking all work to make sure everything else is ok and then we will clean the areas that were dirty....
again, we sincerely apologize for that and i made sure to relay the information to our shop manager to review as well...
thank you 
",60427
42120392,The gas tank fix is partial. I was able to pump 6 gallons before it cut off. It then let me pump 2 more gallons before cutting off again. The tank was three quarters full. Let's see what happens next time I need gas. Thanks for your help.,42120573,"ok Ann, thank you for letting me know, when we removed fuel filler pipe the technician did see some residue inside the pipe and some going into the canister but we were hoping it was not all the way in there. we blew out and cleaned all we could get our hands on. let me know how it goes next time and we will see the next step, we will work with oyu on the price ...sorry to hear that, hopefully it gets better.
thank you
 
",156
42117830,How long does it take if I wait for the truck?,42117915,"During the week  1/12 hours to 2 worst case. Saturday it takes longer because we are very busy.

--Ofelia Carlin DCH Toyota of Torrance",82
42116754,What service are you talking about,42117754,"1st free service tire rotation, check and top off fluids and multi point inspection.

--Ofelia Carlin DCH Toyota of Torrance",842
42115786,What does the service entail?,42115954,"Tire rotation check and top off fluids multi point inspection.

--Ofelia Carlin DCH Toyota of Torrance",136
42114007,What service is due? And how long will servic appointment take?,42114087,"1st free service it takes 1 1/2 hours during the week on Saturday it takes longer.

--Ofelia Carlin DCH Toyota of Torrance",67
42114007,What service is due? And how long will servic appointment take?,42114087,"1st free service it takes 1 1/2 hours during the week on Saturday it takes longer.

--Ofelia Carlin DCH Toyota of Torrance",67
42110992,Where should I go? Provide me with the address.  Thanks. ,42111040,"2955 pch torrance ca 90505 across the street from sales.

--Ofelia Carlin DCH Toyota of Torrance",35
42110842,How about at 11 am?,42110898,"Perfect thank you.

--Ofelia Carlin DCH Toyota of Torrance",40
42108698,"Miguel, it's Greg. My TC Scion has reached its 84255 miles. When can I bring it in? I was hoping tomorrow at 9 am. Please let me know. Thanks.",42110972,"perfect, no problem. i am calling you now
thanks
",1088
42107810,So when will the truck be ready for pickup?,Answer Unavailable,,
42103329,"Hi Miguel, I'm not sure yet. Can I call around 7 pm to let DCH know. What time do you leave today?",42103661,"if you can please call us around 6:30 that would be ok because they have to prepare after hours cars. we closer right at 7:00.
 
thank you",160
42102586,So how is it looking? ,42106044,"Just got off the phone with extended warranty (sorry it took so long, I got super busy and then took a late lunch).  We got the steering shaft covered! It will be here tomorrow and all be covered under the same deductible.

--Coby Turner DCH Toyota of Torrance",1407
42102053,What time do you close?,42102109,"@ 7 pm

--Janet Roman DCH Toyota of Torrance",26
42095054,How about FRIDAY April 7th at 9am?,42095234,"Good Afternoon Amy , your appointment is confirmed for Friday 7th at 9:00 am, Thank you for servicing your vehicle at DCH Toyota of Torrance.

--Diana Cota DCH Toyota of Torrance",80
42085342,"Hi Chrissy,

Please, text me when the car is ready.

Thanks 

Sangyong Kim",42095605,"No problem Sangyong 
--Chrissy Robertson DCH Toyota of Torrance",3060
42082154,Half inch is fine. What spacers will work in millimeters?,Answer Unavailable,,
42081706,My tires and wheels already stick out an inch and a half.  Another inch would be way too much.  How much is needed to clear?,42082013,"the tech said it will need at least 1/2inch

--Jose Hernandez DCH Toyota of Torrance",96
42080640,Ok. How long will it take to fill out paper work for loaner? I will not be able to pick up the Are on the weekend... so it will have to be until Monday ,42082076,"it will need at least 20min

--Jose Hernandez DCH Toyota of Torrance",384
42079486,No worries.. was just wondering how long this would be..???? Will the car be there another day???,42080001,"unfortunately we will need it at least to late tomorrow. 

--Jose Hernandez DCH Toyota of Torrance",175
42073994,Wow!  That's not how I wanted it.  What stock TRD wheels can fit without the spacers?,Answer Unavailable,,
42073994,Wow!  That's not how I wanted it.  What stock TRD wheels can fit without the spacers?,Answer Unavailable,,
42065783,NO. 22917 Carlow road Torrance is where l am for pick up,Answer Unavailable,,
42063335,How long will it take.,42076676,"Good Afternoon Jonathan Brandon, the service will take one hour half to two hours during week on a Saturdays will take more than 2-3 hours due to our busiest day, would you like to make appointment ?

--Diana Cota DCH Toyota of Torrance",3859
42061851,What's for he engine filter? And the cabin filter? What do those two things do?,42061949,"Engine filter basically filters the air that goes to the Engine and the Cabin is the one that filters the Air to your AC

--Janet Roman DCH Toyota of Torrance",57
42056204,Could you make appointment for April 8 early and let me know what please,42057041,"4/8 at 730 am is that fine?

--Ofelia Carlin DCH Toyota of Torrance",249
42054390,"Hi Margaret, Ok for now lets just replace the headlight, spark plugs, and air filter for the battery.

I wont be using the car extensively over the next several weeks so the struts and brakes can probably wait when i get back in June. ",Answer Unavailable,,
42053287,"Hi there. My vehicle is not due for a service yet (it has very low miles, driven only for short commutes). Please stop texting me. I will call for an appointment when the mileage is high enough for an oil change.",Answer Unavailable,,
42051366,"No, unfortunately I have to head in to work...how late are you open? What time do you open in the morning?",Answer Unavailable,,
42051366,"No, unfortunately I have to head in to work...how late are you open? What time do you open in the morning?",Answer Unavailable,,
42044576,What service,Answer Unavailable,,
42032912,How soon will my car be ready?,42033046,"let me check with your tech give me a few min..

--Jose Hernandez DCH Toyota of Torrance",50
42015385,Good morning Kobe it is 7:30 not sure if you're there yet or not yeah I think I'm going to pass on the brake job I don't have the funds to do that at this time is the truck put back together or is it still apart of waiting my response let me know if it's back together I will come pick it up this morning again what then would my total be,42017065,"It is ready to be picked up, the total is $495.30

--Coby Turner DCH Toyota of Torrance",604
41994265,Thanks Deanna. How about Monday morning at 8:45am?,41994308,"Great your all set for Monday, See you then!

--Deanna Chapman DCH Toyota of Torrance",106
41994247,Which ToyotaPch,41994259,"Yes, 2955 Pacific Coast Hwy, Torrance CA 90505

--Deanna Chapman DCH Toyota of Torrance",29
41993176,What is the earliest I could take it in ?,41993810,"I can put you for 7:30am tomorrow
 

--Deanna Chapman DCH Toyota of Torrance",1207
41988311,I will be there around 630 when one of my coworkers get off work she's gonna drop me off but it's all paid for,41992142,"ok.  i'll have them bring down your car.  please see cashier for original copy of your invoice.
 

--Clara Serna DCH Toyota of Torrance",3225
41985881,Completed the survey! I know how important those are for you. Also wrote some great things as usual. Many thanks my friend...,Answer Unavailable,,
41981071,How us my carIs,41981154,"Will be ready by 5pm

--Marvin Cabrera DCH Toyota of Torrance",49
41980370,When do u close?,41980434,"We close at 7pm today

--Jocelin Monge DCH Toyota of Torrance",34
41974660,What times and dates are available? It'd have to be a weekend,41976238,"Good Afternoon Daniel Mendez, yes we are available this Saturday 1st at 8:15 am, 9:15 am or 10:15 am, what time is good for you to come in ?

--Diana Cota DCH Toyota of Torrance",608
41961802,Great.   I will pick it up when it is ready,41964639,"Great I will let you know as soon as it is ready

--Jocelin Monge DCH Toyota of Torrance",783
41949741,No worries. I don't need one.. what time tomorrow?,41950032,"it will depend what time the inspector shows up. i could update you in the morning if that is OK?

--Jose Hernandez DCH Toyota of Torrance",74
41947527,"Hello

I've been trying g to get out there....I think Friday might work out...what is the nature of the recall?


",41949062,"Good Afternoon Carolyn Meshack, the recall is a for the power back door Electronic control unit , Toyota service department will replace it will take four hours, what time is good for you to come in on Friday 31st , we are available at 8:15 am, 9:15 am 9:30 am or 10:00 am, what time is good for you ?

--Diana Cota DCH Toyota of Torrance",444
41947049,What are those filters for?,Answer Unavailable,,
41946958,That's fine..just let me know when it's done so I can get someone to pick it up,Answer Unavailable,,
41937839,Could that be the reason when I slow down my front and feels like it's vibrating a little bit I have had it into your shop before check that out and no one has ever recommended what you just recommended if it needs to be done that's not a bad price let's go ahead and do it,41939003,"vibration may be due to rotors.  usually happens as they start  to warp.  We recommend rotor resurface each time pads are replaced.  if its suttle, i wouldn't worry about it unless it really bothers you.  I will ask tech to drive to see how bad your vibration is and check front brake pad measurement.
so you are authorizing both, engine filter and differential service?
 

--Clara Serna DCH Toyota of Torrance",346
41937839,Could that be the reason when I slow down my front and feels like it's vibrating a little bit I have had it into your shop before check that out and no one has ever recommended what you just recommended if it needs to be done that's not a bad price let's go ahead and do it,41939003,"vibration may be due to rotors.  usually happens as they start  to warp.  We recommend rotor resurface each time pads are replaced.  if its suttle, i wouldn't worry about it unless it really bothers you.  I will ask tech to drive to see how bad your vibration is and check front brake pad measurement.
so you are authorizing both, engine filter and differential service?
 

--Clara Serna DCH Toyota of Torrance",346
41937766, Sorry my phone has Siri and she always puts in what she wants,Answer Unavailable,,
41937618,Could that be the reason life when I slow down but not putting on my brakes it feels like my friend and is vibrating I've had it in there before for that but no one's ever recommended what you just recommended,Answer Unavailable,,
41937618,Could that be the reason life when I slow down but not putting on my brakes it feels like my friend and is vibrating I've had it in there before for that but no one's ever recommended what you just recommended,Answer Unavailable,,
41937200,When I am pulling my trailer I literally have to decide whether to be on the brakes or go over the bump first if I do both it's scary,41938047,"I can ask him about the trailer and the chatter. I'll need a little bit because I'm with a customer at the moment

--Coby Turner DCH Toyota of Torrance",248
41936799,So then there is no safety issue with my brakes? If you are on the brakes when you go over a bump they chatter so bad it is scary,Answer Unavailable,,
41935900,"Ok, also what time will my car be ready for pickup. I need to leave for work by 2pm. Thanks",41938513,"1:45 is ok for you? They r going to get started on it right now..

--Janet Roman DCH Toyota of Torrance",797
41923712,"That the okay, either way is fine but you sent me a connect to pay the bill that is why I asked",41924114,"Sorry it automatically sends it to the phone number is on file.
 

--Janet Roman DCH Toyota of Torrance",81
41921783,No worries. Hope all is well with your family.  I have 5 kids 16yrs - 6yrs.  So I know how it is.  Thanks for letting me know.,Answer Unavailable,,
41920717,You know what add the bulbs too ,41921234,"ok... btw that price was for bulbs only (no labor of course)

--Margaret Kang DCH Toyota of Torrance",164
41916351,What is it for?,41918714,"Good Morning Beth Bowman , the recall is for rear outboard seatbelts,Toyota Service Department will install plastic covers over the metal seat frame at no charge, the process will take two hours during the week on Saturdays will take three hours, would you like to make appointment ?

--Diana Cota DCH Toyota of Torrance",781
41914318,"So one symptom is that when I'm​ on AUX mode which I am 99% of the time, it will switch to FM and I will switch it back to AUX. I'll keep doing that about 5 times and it will stay in AUX.Weird right?",41914374,"hmm....... weird indeed....
 

--Margaret Kang DCH Toyota of Torrance",25
41911469,So then what will that bring my total to,41912232,"Your total will come to $495.30.  Apparently, this year they are only giving the Grand Prix tickets to people doing Toyota Care Maintenance. Which doesn't make sense to me because why reward someone for coming in to do a FREE service?!?  I will figure out how to get you some though!!  

--Coby Turner DCH Toyota of Torrance",264
41909650,My wife's Mazda had the same problem years ago and that's what it was that was something leaking underneath the dash on the passenger side,41909712,"No, it shouldn't need to be serviced this soon unless there is a leak.  When they recharge it they will add dye so they can check for a leak.

--Coby Turner DCH Toyota of Torrance",30
41906437,Looks like we'll be there around 9:30 how long do you need it,41906920,"Good Morning Mr Lawless, no problem regards to coming in at 9:30 am, the service will take one hour half.

--Diana Cota DCH Toyota of Torrance",148
41904373,"Hi, thank you for your service. 
I did not receive detail receipt this time. How can I obtain it?",41904533,"I will email you a copy of it

--Coby Turner DCH Toyota of Torrance",73
41900781,Jose what is the latest on my Truck?  No word from you yesterday. Getting worried.  Spacers didn't come in?  Or spacers not working?  Please let me know.,41906710,"Good morning Mr. Zapanta sorry  it was out of the office yesterday had a family emergency. the tech is still waiting for the spacers. should be here by 10:45am i will update you as soon as i can..

--Jose Hernandez DCH Toyota of Torrance",1986
41899878,"No I'll do it myself. However the rear were not in that condition, I don't think, when I brought it in.",Answer Unavailable,,
41893313,Which email do you have on file?  It might be my husband's email.,41893389,"bevbautista77@gmail.com

--Janet Roman DCH Toyota of Torrance",37
41865699,Awesome. What time do u close 2day?,41865710,"7pm..

--Margaret Kang DCH Toyota of Torrance",12
41854379,Thank you. What about Tuesday April the 4th at 9?,41888573,"April 4th sounds good I will see you then...

--Daniel Poplar DCH Toyota of Torrance",57198
41852640,"Hello Margaret, there is a balance?? How so? I thought my truck was still under warranty?",41853385,"NO CHARGE! :-)

--Margaret Kang DCH Toyota of Torrance",322
41849538,Any idea of when my car will be ready? ,41851246,"Come on down anytime after 4:00. Thanks

--Bryan Yoshida DCH Toyota of Torrance",611
41846701,What is cost of new tire,41846980,"$255.50 that is including the labor for mount and balance of the tire

--Jocelin Monge DCH Toyota of Torrance",108
41811393,"Jocelyn,
How is the service going on my Prius?  Almost done? It's nearly 1 hr 30 minutes.
Thx,
-Dan",Answer Unavailable,,
41801039,That's how messed up it is.,Answer Unavailable,,
41800962,I know. That's the problem that's why I don't bring it to you. It sucks.,Answer Unavailable,,
41800425,"How heavy is the carbon build up in the fuel injection system? 
How low is the brake fluid? At what level do you usually change out both?",41801354,"for the fuel injection, carbon usually develops around 30k miles, you are at 43k. regarding the brake fluid, it's not a matter of low level, it's poor fluid condition (dirty) therefore fluid exchange being recommended. 

--Marvin Cabrera DCH Toyota of Torrance",294
41800425,"How heavy is the carbon build up in the fuel injection system? 
How low is the brake fluid? At what level do you usually change out both?",41801354,"for the fuel injection, carbon usually develops around 30k miles, you are at 43k. regarding the brake fluid, it's not a matter of low level, it's poor fluid condition (dirty) therefore fluid exchange being recommended. 

--Marvin Cabrera DCH Toyota of Torrance",294
41799791,How about this Friday the 31st sometime in the morning,41801655,"Good Morning Morgan Aguirre, we available Friday 31st in the morning at 8:15 am, 9:30 am or 10:15 am, what time is good for you ?

--Diana Cota DCH Toyota of Torrance",550
41790377,Great. Until what time I can pick it up? I am at work. Can be there between 5 and 5:30 pm. Andrei,41792614,"no problem sir, we are here until 7:00 pm .
...thank you",740
41691555,Where is the ride?,Answer Unavailable,,
41684225,"Hi Bryan...
Just checking to see how things are going.  Are you guys going to be able to finish work today?",41685367,"Hi Greg he's still working on your vehicle but will be ready today around 5. I'll call you or text you when ready.thanks

--Bryan Yoshida DCH Toyota of Torrance",414
41683201,"I'm sorry I'm causing you all this but my daughter was even saying we will change dealer but I been with you guys since I came from Japan. I will tell her what you told me now, anyways I'm the one always bringing her car. Thank you Daniel",Answer Unavailable,,
41667314,"Not true Daniel, why would she do that. And when I took the car she asked if is ok to do cua my daughter asked for it, i had to accept but when I told my daughter she said she didn't as for it.",Answer Unavailable,,
41667314,"Not true Daniel, why would she do that. And when I took the car she asked if is ok to do cua my daughter asked for it, i had to accept but when I told my daughter she said she didn't as for it.",Answer Unavailable,,
41664147,"Hi, I have two what are last 4 digits of the VIN",41664914,"Hi Bill, the last 4 digits are 4729.

--Diana Cota DCH Toyota of Torrance",196
41660402,"Ok will do that but please find out why that happened cuz 99$ is a lot to pay when you do t have to. 
I'll appreciate if this can be cleared and for sure we will contact you for service.
Thank you",41666613,"I completely understand , according to the records looks like she agreed on performing the alignment...

--Daniel Poplar DCH Toyota of Torrance",1748
41660402,"Ok will do that but please find out why that happened cuz 99$ is a lot to pay when you do t have to. 
I'll appreciate if this can be cleared and for sure we will contact you for service.
Thank you",41666613,"I completely understand , according to the records looks like she agreed on performing the alignment...

--Daniel Poplar DCH Toyota of Torrance",1748
41645917,What!?,Answer Unavailable,,
41640737,Which one?,41663895,"Good Afternoon Mr Lawless, the vehicle that is due for service is the 2015 Prius, would you like to schedule appointment ?

--Diana Cota DCH Toyota of Torrance",7145
41637992,When i purchased the vehicle i chosed insurance for tires. They never mentioned i had to pay anything. I pay a montly fee.All the time,41638014,"if you do have tire insurance that would only be for replacement of the tire...I still have to check if you do have the tire and wheel protection
 

--Janet Roman DCH Toyota of Torrance",11
41623384,ASAP. How does the shuttle work?,41624174,"I've already let the shuttle department know you need a pick up, as soon as they have an available driver they will give you a call

--Jocelin Monge DCH Toyota of Torrance",270
41567472,"Thank you for the update, Jose. Sorry, the coupon was given to me when I was there last month. Take good care of my car. I look forward to hearing from you Monday.",41567492,"we will take good care of your car. see you here Monday afternoon 

--Jose Hernandez DCH Toyota of Torrance",60
41566146,Im here lmk when its done ,41566554,"GO SEE THE CASHIER'S! you are all good to go!

--Margaret Kang DCH Toyota of Torrance",644
41562664,Ok. Do it. When will it be ready?,41562686,"I'll get it ready by 4:40!

--Margaret Kang DCH Toyota of Torrance",20
41562441,How can I drive it with all those nails in it?,Answer Unavailable,,
41562147,Hi Danial when will you pick me up?,Answer Unavailable,,
41558133,How is my car coming?,Answer Unavailable,,
41557756,Yes - please do. Can you tell me when it will be ready?,41557764,"in about an hour...3-3:30 ish

--Margaret Kang DCH Toyota of Torrance",23
41557092,"I left a phone message about trunk latch. Works normal from mechanical cable control @ drivers seat. Electric function when opening @ rear deck lid with button above tag light, latch sticks and trunk will not latch closed without dropping panel and releasing it. Need estimate parts and labor to repair. Thanks I'm checking available money with wife on the other stuff. Thank You",41561106,"to replace the rear truck switch it will be $383.44. Do you want me to take care of anything else on the list?

--Margaret Kang DCH Toyota of Torrance",3782
41555231,"OK. The details: Wife Karen will get the car, but will need a ride to get there. When car is ready call our home 310.937.5990 and ask when she can be available to be picked up. PS: will you be her contact that day?",41565717,"Mr. Siciliano sorry for the not able to complete the car today. we will pickup your wife when the car is ready..

--Jose Hernandez DCH Toyota of Torrance",10667
41554866,Yea sure do you know how much would that be? ,41555101,"The brake job is $330. Should I do it today?

--Coby Turner DCH Toyota of Torrance",139
41554733,Ok thanks. What time do you close today?,41557376,"We are open until 5:00pm today

--Daniel Poplar DCH Toyota of Torrance",2000
41552872,hi Coby do you know how long it might take for my car to be ready? ,41552960,"Hey Amanda, I'm hoping it will be done by 1:30, I'll let you know :)

--Coby Turner DCH Toyota of Torrance",68
41549355,Hello do you happen to know at what time my car will be ready?,41549434,"AT AROUND 3:30-400 THIS AFTERNOON ""-)

--Margaret Kang DCH Toyota of Torrance",36
41549076,How can no one came to find me?,Answer Unavailable,,
41547892,Thanks Jocelin.  What time do you close today?,41547942,"We close at 5pm today

--Jocelin Monge DCH Toyota of Torrance",58
41547362,Thank you.  What is he latest we can pick up today?,41547901,"We close at 5pm

--Jocelin Monge DCH Toyota of Torrance",310
41542507,Do you know how long it'll take?,41542890,"should be ready in 45min

--Jose Hernandez DCH Toyota of Torrance",174
41540142,How urgent is the battery? I think I can afford the cabin and air filter right now. Will the lock actuator cost anything or is it still in the extended warranty?,41541820,"Door lock actuator is covered under your warranty. i could not tell you how long the battery will last. 

--Jose Hernandez DCH Toyota of Torrance",915
41538092,What I am not doing this time,Answer Unavailable,,
41533616,Only want to do the brakes today. Will have to wait on the other one. When available?,41533712,"Sounds good. I'll get the brakes done.  Should be done between 12-1, I'll let you know as soon as its ready.

--Coby Turner DCH Toyota of Torrance",50
41531008,What is the engine filter?,Answer Unavailable,,
41525158,Why is it so much more than everywhere else?,Answer Unavailable,,
41525102,What are the cabin and engine filters?,41525294,"the engine air filter keep the air going into the engine clean. the cabin filter keeps the air coming into the a/c system clean

--Jose Hernandez DCH Toyota of Torrance",119
41508714,Hi Miguel. I already completed the survey and told them that my experience was fantastic from start to finish. Thanks so very much for going out of your way to provide absolutely the best service possible. You and your team are what keeps me coming to DCH Toyota. Have a good night,Answer Unavailable,,
41506111,Which car,Answer Unavailable,,
41502458,Let me tell my husband first and see what he says,41502746,"no problem 

--Jose Hernandez DCH Toyota of Torrance",178
41501668,If I did decide to do the tire today with you...how long would it take?,41501702,"About 40 minutes
 
 

--Janet Roman DCH Toyota of Torrance",31
41501025,When do you the no it will be ready to pick up?Think,41501104,"Come after 6pm. :-)

--Margaret Kang DCH Toyota of Torrance",57
41498078,What kind of tire is it?,41498283,"is a dunlop sp sport 7000
235/50R19

--Janet Roman DCH Toyota of Torrance",114
41497600,Also When they are checking fluids could you have them check the windshield washer sprayer on the back windshield? I feel like it should spray but it just sort of dribbles out...I'm just assuming that something is pinched or something because it has never worked properly...or maybe that's how it does work I don't know ,41497988,"i just let them know right now, and for the tire price is 268.25

--Janet Roman DCH Toyota of Torrance",165
41497600,Also When they are checking fluids could you have them check the windshield washer sprayer on the back windshield? I feel like it should spray but it just sort of dribbles out...I'm just assuming that something is pinched or something because it has never worked properly...or maybe that's how it does work I don't know ,41497988,"i just let them know right now, and for the tire price is 268.25

--Janet Roman DCH Toyota of Torrance",165
41495437,Why what is the problem?,41496251,"The tire has a bubble due to a impact from curb ""tire has been hit"", which is outside influence.

--Janet Roman DCH Toyota of Torrance",358
41495437,Why what is the problem?,41496251,"The tire has a bubble due to a impact from curb ""tire has been hit"", which is outside influence.

--Janet Roman DCH Toyota of Torrance",358
41495099,Thanks.  What time do you close?,41499616,"Robin, it looks like your battery is so weak it's setting low battery voltage code in the computer and that can be the reason for the rear liftgate to act up. we spend last few hours trying to recharge the battery, in case may be it was discharged, but even after a complete charge, it still fails the battery load test. Do you want  us to replace it for $247? That would be the very first step, the glovebox light concern needs to be rechecked at that point. DVD concern needs more time..and the diag will be $129. (bmper to bumpter factory has expired by time..) :-(

--Margaret Kang DCH Toyota of Torrance",2379
41494357,No I will not be having the repair done at this time please let me know when I can pick up Thank you,41494403,"it will be ready for pick up in 20 min :-)

--Margaret Kang DCH Toyota of Torrance",21
41480387,How long will it take to get it done if I say yes?,41480957,"tomorrow at 4:00pm

--Jose Hernandez DCH Toyota of Torrance",184
41474794,Can you call when you get a few minutes?,Answer Unavailable,,
41473955,"Thank you so much, Miguel. Could you arrange for a shuttle pick up around 5:30 PM. My address is 2559 Plaza Del Amo,  Torrance, CA 90503. It is called Windemere. When a driver turns left on Plaza Del Amo, he will immediately find it on the right side.
He must make an U turn and wait for me. My mobile number is 310 634 7204. Thank you again. Around 5:30 PM I will wait for a driver.",41475462,"i will send to shuttle coordinator. they cannot be there exactly at a given time but i will ask if they can be there as close as possible. they will call you when driver is available..
..again, do not wait for a driver until they call you.
thank you
",402
41470784,"Nothing else today, beyond the recall. When will that be done? ",41473689,"no problem, he is going back together with that and should be done shortly.
i will text you as soon as your invoice hits my desk
thank you 
",826
41470613, I'm ok to get back. What time do you close?,41473780,"we close at 7:00 so take your time.
thank you",914
41435243,They said it is ready but can get later. Just need to know what time us good ,41441737,"Is really up to you, the vehicle is done. so up to you know :)

--Janet Roman DCH Toyota of Torrance",2047
41433518,When can I schedule shuttle pickup,41433630,"Dou need the pick up already?
 

--Janet Roman DCH Toyota of Torrance",39
41426286,"Go ahead and proceed.
Can you apply discount for service? We have a coupon. Also how much is it to check alignment?
We just put new tires 
Thanks ",41429500,"I will work on the price. there is no way for us to check alignment without performing it. our special on alignments is 99.00 should we perform the alignment?

--Jose Hernandez DCH Toyota of Torrance",1009
41412731,"I forgot to tell you:
When I'm on the freeway slowing down let's say above 60mph to slow down, there's a vibration.",41413185,"got it. I will let the tech know

--Jose Hernandez DCH Toyota of Torrance",131
41373478,I'm not sure why there are no bulbs. And how much is it. It's not clear.  Please change the rear windshield ,41374004,"OK I will replace the rear wiper. Rear taillamp does not have a single filament bulb (regular light bulb), it has a LED panel with a serious of hundreds of bulbs on the circuit board (like the TV display) and it costs $460 to replace the lamp. :-(

--Margaret Kang DCH Toyota of Torrance",324
